REQUERIMIENTO_ID,PEDIDO_ID,SUBPEDIDO_ID,SOLICITUD_ID,TIPO_ELEMENTO_ID,TIPO_TRABAJO,FECHA_ESTADO,ETAPA_ID,ESTADO_ID,COLA_ID,ACTIVIDAD_ID,NOMBRE_ACTIVIDAD,CONCEPTO_ID,TIEMPO_PENDIENTE
102474150,129608726,1,2,INSIP,RETIR,"2018-05-04 09:49:15",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:24:06
102474306,129608853,1,2,ACCESP,RETIR,"2018-05-04 10:09:02",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:04:19
102474313,129608839,1,2,INSIP,RETIR,"2018-05-04 10:09:07",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:04:14
102474394,129608897,1,2,INSIP,RETIR,"2018-05-04 10:19:09",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:54:12
102473112,129603143,1,2,ACCESP,CAMBI,"2018-05-04 06:35:30",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:37:51
102473136,129603181,2,3,ACCESP,NUEVO,"2018-05-04 06:43:18",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:30:03
102473213,129603917,1,2,ACCESP,CAMBI,"2018-05-04 07:05:41",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:07:40
102473214,129603917,2,1,STBOX,CAMBI,"2018-05-04 07:05:41",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:07:40
102473312,129605137,1,2,ACCESP,CAMBI,"2018-05-04 07:36:56",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:36:25
102347818,129407640,3,4,ACCESP,NUEVO,"2018-05-04 07:47:33",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,03:25:48
102473113,129607783,1,2,ACCESP,CAMBI,"2018-05-04 06:35:56",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:37:25
102473156,129608083,1,3,ACCESP,NUEVO,"2018-05-04 06:50:41",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:22:40
102473157,129608083,2,2,INSIP,NUEVO,"2018-05-04 06:50:41",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:22:40
102473841,129605500,3,2,ACCESP,CAMBI,"2018-05-04 09:16:14",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:57:07
102473848,129605511,1,2,ACCESP,CAMBI,"2018-05-04 09:17:43",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:55:38
102473874,129605557,1,2,INSIP,NUEVO,"2018-05-04 09:19:58",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:53:23
102403337,129509826,1,3,ACCESP,NUEVO,"2018-05-04 09:52:55",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,01:20:26
102474183,129608738,1,2,ACCESP,RETIR,"2018-05-04 09:54:01",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:19:20
102426634,129539899,1,2,INSTIP,NUEVO,"2018-05-04 09:54:16",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,01:19:05
102474213,129608730,1,2,ACCESP,CAMBI,"2018-05-04 09:56:35",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:16:46
102474271,129608825,1,2,ACCESP,RETIR,"2018-05-04 10:04:00",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:09:21
102473279,129605039,3,3,ACCESP,NUEVO,"2018-05-04 07:26:36",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:46:45
102473285,129601158,1,3,ACCESP,NUEVO,"2018-05-04 07:30:51",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:42:30
102473286,129601158,2,2,INSIP,NUEVO,"2018-05-04 07:30:51",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:42:30
102473295,129605015,1,3,ACCESP,NUEVO,"2018-05-04 07:32:05",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:41:16
102473309,129605134,2,3,ACCESP,NUEVO,"2018-05-04 07:36:12",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:37:09
102473154,129603203,1,2,ACCESP,TRASL,"2018-05-04 06:48:40",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:24:41
102473164,129603184,1,3,ACCESP,NUEVO,"2018-05-04 06:51:43",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:21:38
102473257,129605030,1,2,ACCESP,CAMBI,"2018-05-04 07:19:40",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:53:41
102473122,129603173,1,3,ACCESP,NUEVO,"2018-05-04 06:40:20",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:33:01
102473126,129603122,1,3,ACCESP,NUEVO,"2018-05-04 06:41:48",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:31:33
102473132,129603174,2,3,ACCESP,NUEVO,"2018-05-04 06:42:13",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:31:08
102474516,129607805,1,3,ACCESP,NUEVO,"2018-05-04 10:28:25",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:44:56
102474518,129607805,2,2,TOIP,NUEVO,"2018-05-04 10:28:25",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:44:56
102474567,129607644,1,3,ACCESP,NUEVO,"2018-05-04 10:30:32",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:42:49
102434666,129548880,2,3,ACCESP,NUEVO,"2018-05-04 10:01:43",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,01:11:38
102474321,129608819,1,3,ACCESP,NUEVO,"2018-05-04 10:09:44",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:03:37
102473281,129605131,1,2,ACCESP,CAMBI,"2018-05-04 07:28:00",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:45:21
102473505,129605328,1,3,ACCESP,NUEVO,"2018-05-04 08:26:14",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:47:07
102473506,129605328,2,2,INSIP,NUEVO,"2018-05-04 08:26:14",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:47:07
102473550,129605337,1,3,ACCESP,NUEVO,"2018-05-04 08:36:21",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:37:00
102473725,129608367,1,2,ACCESP,CAMBI,"2018-05-04 09:06:07",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:07:14
102473770,129607892,2,2,ACCESP,CAMBI,"2018-05-04 09:10:02",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:03:19
102474356,129608870,1,2,ACCESP,RETIR,"2018-05-04 10:14:15",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:59:06
102474408,129608917,1,2,ACCESP,RETIR,"2018-05-04 10:19:18",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:54:03
102474411,129608912,1,2,INSIP,RETIR,"2018-05-04 10:19:18",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:54:03
102473381,129607772,1,2,ACCESP,CAMBI,"2018-05-04 07:56:49",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:16:32
102473426,129605287,1,2,ACCESP,CAMBI,"2018-05-04 08:04:46",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:08:35
102431386,129532202,4,2,INSTIP,NUEVO,"2018-05-04 08:12:44",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,03:00:37
102473553,129599854,3,4,ACCESP,NUEVO,"2018-05-04 08:36:54",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:36:27
102357859,129212152,1,3,ACCESP,NUEVO,"2018-05-04 08:41:41",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,02:31:40
102473903,129608503,1,2,INSIP,RETIR,"2018-05-04 09:24:05",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:49:16
102473918,129600314,1,2,INSIP,NUEVO,"2018-05-04 09:24:23",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:48:58
102471258,129603197,2,3,ACCESP,NUEVO,"2018-05-04 10:09:58",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,01:03:23
102473327,129605165,1,2,ACCESP,CAMBI,"2018-05-04 07:43:33",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:29:48
102473343,129607724,1,2,ACCESP,CAMBI,"2018-05-04 07:49:45",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:23:36
102473358,129605188,2,3,ACCESP,NUEVO,"2018-05-04 07:51:15",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:22:06
102473424,129605280,2,2,ACCESP,CAMBI,"2018-05-04 08:04:45",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:08:36
102473463,129605286,1,2,ACCESP,CAMBI,"2018-05-04 08:17:59",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:55:22
102473465,129605322,1,2,ACCESP,CAMBI,"2018-05-04 08:19:30",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:53:51
102473467,129605307,1,2,ACCESP,CAMBI,"2018-05-04 08:20:00",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:53:21
102473536,129608229,1,2,ACCESP,RETIR,"2018-05-04 08:35:01",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:38:20
102466004,129593317,1,3,ACCESP,NUEVO,"2018-05-04 07:23:37",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,03:49:44
102473267,129605041,2,3,ACCESP,TRASL,"2018-05-04 07:25:43",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:47:38
102473345,129608094,1,2,INSIP,NUEVO,"2018-05-04 07:49:56",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:23:25
102473348,129608094,2,2,TOIP,NUEVO,"2018-05-04 07:49:56",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:23:25
102473365,129607751,1,2,ACCESP,CAMBI,"2018-05-04 07:52:21",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:21:00
102473375,129605207,1,1,STBOX,CAMBI,"2018-05-04 07:55:33",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:17:48
102473378,129605207,2,2,ACCESP,CAMBI,"2018-05-04 07:55:33",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:17:48
102473251,129604202,1,3,ACCESP,NUEVO,"2018-05-04 07:18:16",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:55:05
102473301,129605133,1,3,ACCESP,NUEVO,"2018-05-04 07:34:32",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:38:49
102473678,129607830,2,2,ACCESP,CAMBI,"2018-05-04 08:56:57",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:16:24
102473064,129602975,3,2,ACCESP,CAMBI,"2018-05-04 06:10:08",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,05:03:13
102473142,129603198,1,3,ACCESP,NUEVO,"2018-05-04 06:46:12",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:27:09
102473144,129599767,1,3,ACCESP,NUEVO,"2018-05-04 06:46:13",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:27:08
102473153,129603189,1,2,ACCESP,CAMBI,"2018-05-04 06:47:51",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:25:30
102473162,129603202,1,2,ACCESP,CAMBI,"2018-05-04 06:51:43",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:21:38
102474747,129608125,1,3,ACCESP,NUEVO,"2018-05-04 10:53:09",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:20:12
102474830,129608159,1,3,ACCESP,NUEVO,"2018-05-04 10:59:58",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:13:23
102451292,129561024,1,2,ACCESP,CAMBI,"2018-05-04 10:50:16",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,00:23:05
102474768,129178645,1,3,ACCESP,NUEVO,"2018-05-04 10:54:22",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:18:59
102474769,129178645,2,2,INSIP,NUEVO,"2018-05-04 10:54:22",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:18:59
102474780,129608124,1,3,ACCESP,NUEVO,"2018-05-04 10:55:28",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:17:53
102473935,129605622,1,2,ACCESP,CAMBI,"2018-05-04 09:28:00",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:45:21
102474661,129607885,1,2,ACCESP,CAMBI,"2018-05-04 10:42:13",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:31:08
102474751,129609144,2,2,ACCESP,CAMBI,"2018-05-04 10:53:36",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:19:45
102474828,129608156,2,2,ACCESP,CAMBI,"2018-05-04 10:59:53",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,00:13:28
102474544,129608977,1,2,ACCESP,RETIR,"2018-05-04 10:29:14",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:44:07
102473603,129605376,1,3,ACCESP,TRASL,"2018-05-04 08:45:48",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:27:33
102473610,129605375,2,2,ACCESP,CAMBI,"2018-05-04 08:49:03",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:24:18
102473726,129599029,1,3,ACCESP,NUEVO,"2018-05-04 09:06:08",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:07:13
102473954,129605624,2,2,ACCESP,CAMBI,"2018-05-04 09:29:03",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:44:18
102473980,129608604,1,1,CUENTA,RECON,"2018-05-04 09:34:01",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:39:20
102473990,129608609,1,2,ACCESP,RETIR,"2018-05-04 09:34:10",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:39:11
102474062,129607174,1,2,ACCESP,CAMBI,"2018-05-04 09:43:34",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:29:47
102474081,129607169,1,2,ACCESP,CAMBI,"2018-05-04 09:44:31",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:28:50
102474763,129609170,1,2,INSIP,RETIR,"2018-05-04 10:54:09",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:19:12
102473608,129605374,2,3,ACCESP,NUEVO,"2018-05-04 08:48:59",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:24:22
102379286,129476250,1,3,ACCESP,NUEVO,"2018-05-04 08:50:03",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,02:23:18
102473671,129608341,2,2,ACCESP,RETIR,"2018-05-04 10:56:09",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:17:12
102461764,129592043,1,3,ACCESP,NUEVO,"2018-05-04 07:59:29",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,03:13:52
102473412,129607795,3,2,ACCESP,CAMBI,"2018-05-04 08:01:55",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,03:11:26
102433625,129532592,1,3,ACCESP,NUEVO,"2018-05-04 08:47:32",CONFI,PENDI,DSLAM,AHADS,"Anula Configurar DSLAM",PPRG,02:25:49
102473686,129605429,1,3,ACCESP,NUEVO,"2018-05-04 08:57:49",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:15:32
102473785,129605488,1,3,ACCESP,NUEVO,"2018-05-04 09:11:03",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,02:02:18
102474192,129607650,1,2,ACCESP,CAMBI,"2018-05-04 09:54:08",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:19:13
102474201,129607665,1,2,ACCESP,CAMBI,"2018-05-04 09:55:29",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:17:52
102474287,129608278,1,2,ACCESP,CAMBI,"2018-05-04 10:05:11",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,01:08:10
102473206,129603334,3,3,ACCESP,NUEVO,"2018-05-04 07:01:16",CONFI,PENDI,DSLAM,HADSL,"Configurar DSLAM",PPRG,04:12:05
102474673,129609117,1,2,INSIP,RETIR,"2018-05-04 10:44:00",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:29:21
102474676,129609093,1,2,ACCESP,RETIR,"2018-05-04 10:44:01",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:29:20
102474716,129609133,1,2,ACCESP,RETIR,"2018-05-04 10:49:08",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:24:13
102408800,129522212,1,2,INSIP,RETIR,"2018-05-04 09:22:17",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:51:04
102407899,129518984,1,2,ACCESP,RETIR,"2018-05-04 10:40:12",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:33:09
102461790,129592603,2,2,INSIP,RETIR,"2018-05-04 08:32:14",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:41:07
102461792,129592603,1,2,ACCESP,RETIR,"2018-05-04 08:32:06",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:41:15
102464851,129594419,2,2,INSIP,RETIR,"2018-05-04 10:37:37",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:35:44
102464855,129594419,1,2,ACCESP,RETIR,"2018-05-04 10:37:36",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:35:45
102467561,129599206,1,2,ACCESP,RETIR,"2018-05-04 10:46:33",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:26:48
102468390,129599836,1,2,ACCESP,RETIR,"2018-05-04 09:16:46",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:56:35
102457499,129577613,1,2,ACCESP,RETIR,"2018-05-04 08:42:13",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:31:08
102464971,129594518,1,2,ACCESP,RETIR,"2018-05-04 10:45:16",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:28:05
102464975,129594541,1,2,INSIP,RETIR,"2018-05-04 10:11:51",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:01:30
102468105,129599630,2,2,INSIP,RETIR,"2018-05-04 10:13:53",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:59:28
102468108,129599630,1,2,ACCESP,RETIR,"2018-05-04 10:13:52",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:59:29
102466647,129598796,1,2,ACCESP,RETIR,"2018-05-04 09:59:31",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:13:50
102464164,129594079,2,2,INSIP,RETIR,"2018-05-04 09:58:07",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:15:14
102464166,129594079,1,2,ACCESP,RETIR,"2018-05-04 09:58:07",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:15:14
102468511,129599951,1,2,INSIP,RETIR,"2018-05-04 09:35:53",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:37:28
102468515,129599951,2,2,ACCESP,RETIR,"2018-05-04 09:35:53",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:37:28
102468522,129599932,2,2,ACCESP,RETIR,"2018-05-04 10:13:02",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:00:19
102468566,129599980,1,2,ACCESP,RETIR,"2018-05-04 10:43:19",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,00:30:02
102468190,129599701,1,2,ACCESP,RETIR,"2018-05-04 09:48:15",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:25:06
102457433,129587244,1,2,ACCESP,RETIR,"2018-05-04 09:46:38",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:26:43
102467501,129599184,1,2,ACCESP,RETIR,"2018-05-04 09:42:09",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:31:12
102455594,129581709,2,2,ACCESP,RETIR,"2018-05-04 09:02:08",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:11:13
102454286,129574076,1,2,ACCESP,RETIR,"2018-05-04 10:01:10",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:12:11
102451515,129564855,1,2,INSIP,RETIR,"2018-05-04 09:35:02",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:38:19
102451519,129564855,2,2,ACCESP,RETIR,"2018-05-04 09:35:02",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:38:19
102452204,129568076,1,2,INSIP,RETIR,"2018-05-04 08:40:03",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:33:18
102452207,129568076,2,2,ACCESP,RETIR,"2018-05-04 08:40:01",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,02:33:20
102450476,129561184,1,2,ACCESP,RETIR,"2018-05-04 09:32:49",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:40:32
102455411,129580712,1,2,ACCESP,RETIR,"2018-05-04 09:58:06",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,01:15:15
102454947,129577264,1,2,ACCESP,RETIR,"2018-05-04 08:08:46",CONFI,PENDI,DSLAM,DEDSL,"Deshabilitar DSLAM",PPRG,03:04:35
102471296,129603227,1,1,TO,RECON,"2018-05-03 16:19:50",CONFI,PENDI,EDATEL,ACTIV,"Activar Servicio",PPRG,18:53:31
102471741,129605313,1,1,CUENTA,RECON,"2018-05-03 17:35:51",CONFI,PENDI,GPONSR,ACTFO,"Activacicón Fibra Optica",PPRG,17:37:30
102471187,129603157,1,1,CUENTA,RECON,"2018-05-03 16:04:40",CONFI,PENDI,GPONSR,ACTFO,"Activacicón Fibra Optica",PPRG,19:08:41
102469921,129602399,1,1,CUENTA,RECON,"2018-05-03 14:05:18",CONFI,PENDI,GPONSR,ACTFO,"Activacicón Fibra Optica",PPRG,21:08:03
102470439,129602783,1,1,CUENTA,RECON,"2018-05-03 15:05:26",CONFI,PENDI,GPONSR,ACTFO,"Activacicón Fibra Optica",PPRG,20:07:55
102432561,129548776,2,1,TO,RETIR,"2018-05-04 10:45:16",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,00:28:05
102434832,129550092,2,1,TO,RETIR,"2018-05-04 09:46:59",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,01:26:22
102422440,129534003,3,1,TO,RETIR,"2018-05-04 10:52:52",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,00:20:29
102474653,129607871,3,1,TO,NUEVO,"2018-05-04 10:39:49",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,00:33:32
102474334,129608837,1,1,TO,NUEVO,"2018-05-04 10:11:32",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,01:01:49
102474458,129600488,2,1,TO,NUEVO,"2018-05-04 10:23:48",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,00:49:33
102474433,129608902,1,1,TO,NUEVO,"2018-05-04 10:21:26",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,00:51:55
102474732,129609128,1,1,TO,CAMBI,"2018-05-04 10:50:03",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,00:23:18
102474802,129609216,1,1,TO,RETIR,"2018-05-04 10:59:03",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,00:14:18
102473083,129603171,1,1,TO,CAMBI,"2018-05-04 06:26:03",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:47:18
102473094,129605314,1,1,TO,CAMBI,"2018-05-04 06:28:53",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:44:28
102473110,129607770,1,1,TO,CAMBI,"2018-05-04 06:32:36",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:40:45
102473115,129607914,1,1,TO,CAMBI,"2018-05-04 06:37:08",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:36:13
102473151,129603088,2,1,TO,NUEVO,"2018-05-04 06:46:56",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:26:25
102473227,129608101,3,1,TO,NUEVO,"2018-05-04 07:08:04",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:05:17
102473743,129608395,1,1,TO,RETIR,"2018-05-04 09:07:58",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,02:05:23
102473937,129608555,1,1,TO,RETIR,"2018-05-04 09:28:00",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,01:45:21
102474235,129608774,1,1,TO,RETIR,"2018-05-04 09:59:12",CONFI,PENDI,HABIL,BLOQU,"Bloquear Número",PPRG,01:14:09
102473091,129602992,3,1,TO,NUEVO,"2018-05-04 06:27:04",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:46:17
102473105,129605636,1,1,TO,CAMBI,"2018-05-04 06:30:47",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,04:42:34
102474099,129608601,2,1,TO,NUEVO,"2018-05-04 09:46:37",CONFI,PENDI,HABIL,DESBL,"Desbloquear Número",PPRG,01:26:44
